Arquivo,Tamanho (KB),Data Modificação
TG047_47677_66707_01227_000_20260216061403_91.13.BIN,10.24,16/02/2026 06:14
TG047_47753_66156_01242_000_20260216145209_91.13.BIN,29.15,16/02/2026 14:52
TG047_47754_66169_00248_000_20260216032421_91.13.BIN,28.78,16/02/2026 22:27
TG047_47754_66169_00249_000_20260216032421_91.13.BIN,24.64,16/02/2026 22:27
TG047_47758_67499_01153_000_20260216140456_91.13.BIN,27.31,16/02/2026 22:25
TG047_47758_67499_01154_000_20260216222144_91.13.BIN,17.49,16/02/2026 22:25
TG047_47763_66211_01208_000_20260216130710_91.13.BIN,29.17,16/02/2026 21:38
TG047_47763_66211_01209_000_20260216211422_91.13.BIN,33.51,16/02/2026 21:38
TG047_47764_66995_01146_000_20260216104205_91.13.BIN,5.58,16/02/2026 22:49
TG047_47766_68092_01181_000_20260216124517_91.13.BIN,21.60,16/02/2026 13:02
TG047_47766_68092_01182_000_20260216130642_91.13.BIN,2.63,16/02/2026 13:07
TG047_47766_68092_01183_000_20260216182619_91.13.BIN,15.94,16/02/2026 18:31
TG047_47766_68092_01184_000_20260216225006_91.13.BIN,10.08,16/02/2026 22:51
TG047_47767_66871_01379_000_20260216132331_91.13.BIN,23.74,16/02/2026 20:50
TG047_47767_66871_01380_000_20260216205038_91.13.BIN,12.48,16/02/2026 20:50
TG047_47769_66739_00826_000_20260216144103_91.13.BIN,21.63,16/02/2026 20:50
TG047_47769_66739_00827_000_20260216204505_91.13.BIN,11.61,16/02/2026 20:51
TG047_47770_67049_01324_000_20260216124107_91.13.BIN,31.62,16/02/2026 12:41
TG047_47770_67049_01325_000_20260216222734_91.13.BIN,16.27,16/02/2026 22:49
TG047_47771_67712_01470_000_20260216084151_91.13.BIN,14.33,16/02/2026 20:12
TG047_47771_67712_01471_000_20260216121009_91.13.BIN,5.37,16/02/2026 20:12
TG047_47771_67712_01472_000_20260216192716_91.13.BIN,17.38,16/02/2026 20:12
TG047_47772_67717_01323_000_20260216063606_91.13.BIN,2.71,16/02/2026 20:49
TG047_47772_67717_01324_000_20260216122835_91.13.BIN,14.02,16/02/2026 20:49
TG047_47772_67717_01325_000_20260216201934_91.13.BIN,19.56,16/02/2026 20:49
TG047_47774_68049_00631_000_20260216143007_91.13.BIN,28.21,16/02/2026 14:34
TG047_47774_68049_00632_000_20260216224430_91.13.BIN,12.59,16/02/2026 22:48
TG047_47775_67734_01102_000_20260216124441_91.13.BIN,35.40,16/02/2026 21:16
TG047_47775_67734_01103_000_20260216205635_91.13.BIN,41.06,16/02/2026 21:16
TG047_47776_66986_01398_000_20260216121233_91.13.BIN,22.23,16/02/2026 19:34
TG047_47776_66986_01399_000_20260216193258_91.13.BIN,14.36,16/02/2026 19:34
TG047_47777_66527_01256_000_20260216101744_91.13.BIN,9.48,16/02/2026 11:04
TG047_47778_67365_00668_000_20260216124529_91.13.BIN,28.01,16/02/2026 20:03
TG047_47778_67365_00669_000_20260216194522_91.13.BIN,19.62,16/02/2026 20:03
TG047_47779_66302_01591_000_20260216123920_91.13.BIN,36.64,16/02/2026 19:56
TG047_47779_66302_01592_000_20260216195043_91.13.BIN,21.22,16/02/2026 19:56
TG047_47780_68094_01398_000_20260216115917_91.13.BIN,33.59,16/02/2026 19:28
TG047_47780_68094_01399_000_20260216120724_91.13.BIN,3.26,16/02/2026 19:28
TG047_47780_68094_01400_000_20260216120747_91.13.BIN,0.95,16/02/2026 19:28
TG047_47780_68094_01401_000_20260216120812_91.13.BIN,0.95,16/02/2026 19:28
TG047_47780_68094_01402_000_20260216190157_91.13.BIN,24.44,16/02/2026 19:28
TG047_47782_66352_01039_000_20260216120411_91.13.BIN,26.84,16/02/2026 20:10
TG047_47782_66352_01040_000_20260216193000_91.13.BIN,20.60,16/02/2026 20:10
TG047_47782_66352_01041_000_20260216231254_91.13.BIN,5.88,16/02/2026 23:14
TG047_47783_66856_01278_000_20260216065132_91.13.BIN,3.28,16/02/2026 06:51
TG047_47785_66174_01308_000_20260216124743_91.13.BIN,49.17,16/02/2026 18:54
TG047_47785_66174_01309_000_20260216185417_91.13.BIN,23.90,16/02/2026 18:54
TG047_47785_66174_01310_000_20260216233233_91.13.BIN,8.85,16/02/2026 23:34
TG202_200650_66726_01377_000_20260216053434_91.13.BIN,12.76,16/02/2026 05:38
TG202_200655_66144_01590_000_20260216121206_91.13.BIN,28.33,16/02/2026 20:10
TG202_200655_66144_01591_000_20260216200948_91.13.BIN,18.23,16/02/2026 20:10
TG202_200659_67428_01138_000_20260216142835_91.13.BIN,19.04,16/02/2026 21:48
TG202_200659_67428_01139_000_20260216214828_91.13.BIN,7.33,16/02/2026 21:48
TG202_200667_66231_01003_000_20260216123537_91.13.BIN,46.92,16/02/2026 12:35
TG202_200700_66102_01461_000_20260216060834_91.13.BIN,3.59,16/02/2026 06:09
TG202_200700_66102_01462_000_20260216131300_91.13.BIN,33.46,16/02/2026 21:12
TG202_200700_66102_01463_000_20260216205758_91.13.BIN,45.05,16/02/2026 21:12
TG202_200704_66858_01477_000_20260216131327_91.13.BIN,52.10,16/02/2026 20:40
TG202_200704_66858_01478_000_20260216202840_91.13.BIN,28.87,16/02/2026 20:40
TG202_200708_66179_01186_000_20260216091342_91.13.BIN,19.81,16/02/2026 09:13
TG202_200708_66179_01187_000_20260216192440_91.13.BIN,17.78,16/02/2026 19:30
TG202_200708_66179_01188_000_20260216220906_91.13.BIN,3.13,16/02/2026 22:37
TG202_200710_66216_01546_000_20260216130834_91.13.BIN,32.60,16/02/2026 13:09
TG202_200710_66216_01547_000_20260216220100_91.13.BIN,34.84,16/02/2026 22:27
TG202_200712_66966_01368_000_20260216081154_91.13.BIN,8.33,16/02/2026 08:13
TG202_200714_66916_01393_000_20260216054711_91.13.BIN,3.30,16/02/2026 05:47
TG202_200714_66916_01394_000_20260216150620_91.13.BIN,31.37,16/02/2026 21:40
TG202_200714_66916_01395_000_20260216210045_91.13.BIN,12.64,16/02/2026 21:40
TG202_200714_66916_01396_000_20260216234000_91.13.BIN,4.03,16/02/2026 23:43
TG202_200716_66640_01109_000_20260216141008_91.13.BIN,18.08,16/02/2026 14:12
TG202_200716_66640_01110_000_20260216195534_91.13.BIN,22.39,16/02/2026 20:02
TG202_200717_66709_01128_000_20260216152929_91.13.BIN,44.10,16/02/2026 22:28
TG202_200717_66709_01129_000_20260216221809_91.13.BIN,18.88,16/02/2026 22:28
TG202_200722_67546_01286_000_20260216131159_91.13.BIN,17.36,16/02/2026 21:01
TG202_200722_67546_01287_000_20260216205417_91.13.BIN,23.20,16/02/2026 21:03
TG202_200723_66521_01062_000_20260216070840_91.13.BIN,3.99,16/02/2026 21:20
TG202_200727_66704_01101_000_20260216123719_91.13.BIN,31.31,16/02/2026 16:45
TG202_200727_66704_01102_000_20260216164255_91.13.BIN,21.51,16/02/2026 16:45
TG202_200729_66187_01365_000_20260216102511_91.13.BIN,24.26,16/02/2026 10:25
TG202_200733_68276_01137_000_20260216134734_91.13.BIN,30.11,16/02/2026 13:51
TG202_200733_68276_01138_000_20260216193205_91.13.BIN,23.12,16/02/2026 19:59
TG202_200742_67100_01332_000_20260216100000_91.13.BIN,15.14,16/02/2026 10:00
TG202_200743_66839_01214_000_20260216083805_91.13.BIN,18.35,16/02/2026 08:38
TG202_200743_66839_01215_000_20260216145224_91.13.BIN,11.91,16/02/2026 21:32
TG202_200743_66839_01216_000_20260216213126_91.13.BIN,38.61,16/02/2026 21:32
TG202_200747_66603_01141_000_20260216134629_91.13.BIN,44.80,16/02/2026 20:41
TG202_200747_66603_01142_000_20260216204116_91.13.BIN,36.26,16/02/2026 20:41
TG202_200748_66657_00995_000_20260216130157_91.13.BIN,34.50,17/02/2026 05:29
TG202_200748_66657_00996_000_20260216211740_91.13.BIN,40.62,17/02/2026 05:29
