Arquivo,Tamanho (KB),Data Modificação
TG047_47676_67903_01502_000_20251221221505_91.13.BIN,14.66,21/12/2025 22:23
TG047_47677_66707_01188_000_20251221145725_91.13.BIN,22.21,21/12/2025 14:57
TG047_47680_66279_00983_000_20251221132018_91.13.BIN,27.27,21/12/2025 23:16
TG047_47680_66279_00984_000_20251221231700_91.13.BIN,19.87,21/12/2025 23:16
TG047_47687_66824_01150_000_20251221132417_91.13.BIN,23.29,21/12/2025 13:53
TG047_47754_66169_00192_000_20251221052033_91.13.BIN,4.81,21/12/2025 05:57
TG047_47763_66211_01133_000_20251221144911_91.13.BIN,10.17,21/12/2025 23:16
TG047_47763_66211_01134_000_20251221231001_91.13.BIN,28.09,21/12/2025 23:16
TG047_47764_66995_01078_000_20251221141701_91.13.BIN,23.80,21/12/2025 22:28
TG047_47764_66995_01079_000_20251221222636_91.13.BIN,29.53,21/12/2025 22:29
TG047_47766_68092_01100_000_20251221131706_91.13.BIN,41.07,21/12/2025 22:29
TG047_47766_68092_01101_000_20251221220910_91.13.BIN,27.39,21/12/2025 22:29
TG047_47767_66871_01297_000_20251221144741_91.13.BIN,40.02,21/12/2025 22:38
TG047_47767_66871_01298_000_20251221221053_91.13.BIN,22.49,21/12/2025 22:38
TG047_47769_66739_00745_000_20251221152343_91.13.BIN,38.53,21/12/2025 15:23
TG047_47769_66739_00746_000_20251221221054_91.13.BIN,10.36,21/12/2025 22:35
TG047_47771_68276_01122_000_20251221152401_91.13.BIN,9.06,21/12/2025 15:24
TG047_47771_68276_01123_000_20251221231149_91.13.BIN,20.43,21/12/2025 23:31
TG047_47772_67717_01258_000_20251221105807_91.13.BIN,20.09,21/12/2025 11:32
TG047_47774_66766_01355_000_20251221133851_91.13.BIN,22.93,21/12/2025 22:42
TG047_47774_66766_01356_000_20251221222353_91.13.BIN,26.35,21/12/2025 22:42
TG047_47775_67734_01023_000_20251221144508_91.13.BIN,40.52,21/12/2025 22:36
TG047_47775_67734_01024_000_20251221223553_91.13.BIN,24.16,21/12/2025 22:37
TG047_47777_66527_01190_000_20251221224825_91.13.BIN,18.71,21/12/2025 23:05
TG047_47779_66302_01507_000_20251221132211_91.13.BIN,49.38,21/12/2025 21:22
TG047_47779_66302_01508_000_20251221205853_91.13.BIN,44.55,21/12/2025 21:22
TG047_47780_68094_01320_000_20251221134645_91.13.BIN,30.97,21/12/2025 20:39
TG047_47780_68094_01321_000_20251221204003_91.13.BIN,20.04,21/12/2025 20:39
TG047_47781_67478_00038_000_20251221160449_91.13.BIN,5.24,21/12/2025 16:05
TG047_47782_67425_01207_000_20251221135858_91.13.BIN,46.57,21/12/2025 14:00
TG047_47783_66856_01197_000_20251221124420_91.13.BIN,25.05,21/12/2025 12:44
TG047_47900_67980_01278_000_20251221142037_91.13.BIN,37.24,21/12/2025 14:19
TG047_47900_67980_01279_000_20251221224012_91.13.BIN,11.78,21/12/2025 22:40
TG202_200525_66316_01411_000_20251221134050_91.13.BIN,29.83,21/12/2025 15:16
TG202_200525_66316_01412_000_20251221225209_91.13.BIN,8.06,21/12/2025 23:08
TG202_200527_66214_01330_000_20251221060756_91.13.BIN,3.15,21/12/2025 06:09
TG202_200527_66214_01331_000_20251221231600_91.13.BIN,13.86,21/12/2025 23:25
TG202_200532_66512_01156_000_20251221060304_91.13.BIN,3.04,21/12/2025 10:25
TG202_200532_66512_01157_000_20251221214346_91.13.BIN,16.27,21/12/2025 21:55
TG202_200562_66350_01205_000_20251221140503_91.13.BIN,28.35,21/12/2025 22:27
TG202_200562_66350_01206_000_20251221221029_91.13.BIN,9.36,21/12/2025 22:27
TG202_200563_67019_01276_000_20251221140859_91.13.BIN,45.84,21/12/2025 22:14
TG202_200563_67019_01277_000_20251221214939_91.13.BIN,18.55,21/12/2025 22:14
TG202_200593_66899_01066_000_20251221110910_91.13.BIN,9.03,21/12/2025 11:08
TG202_200596_67469_00334_000_20251221140110_91.13.BIN,360.48,21/12/2025 14:08
TG202_200597_66688_01280_000_20251221135334_91.13.BIN,22.09,22/12/2025 00:11
TG202_200597_66688_01281_000_20251221220857_91.13.BIN,8.65,22/12/2025 00:11
TG202_200634_66294_01275_000_20251221141753_91.13.BIN,47.35,21/12/2025 21:32
TG202_200634_66294_01276_000_20251221211447_91.13.BIN,40.25,21/12/2025 21:32
TG202_200636_68082_01308_000_20251221081319_91.13.BIN,8.21,21/12/2025 15:24
TG202_200639_66772_01517_000_20251221135918_91.13.BIN,32.08,21/12/2025 14:38
TG202_200650_66726_01340_000_20251221094755_91.13.BIN,17.28,21/12/2025 09:48
TG202_200652_66183_00652_000_20251221140312_91.13.BIN,31.25,21/12/2025 20:42
TG202_200653_67221_01020_000_20251221054330_91.13.BIN,3.28,21/12/2025 05:44
TG202_200655_66144_01521_000_20251221143603_91.13.BIN,52.62,21/12/2025 23:27
TG202_200655_66144_01522_000_20251221232457_91.13.BIN,25.24,21/12/2025 23:27
TG202_200656_68064_00997_000_20251221071546_91.13.BIN,3.15,21/12/2025 07:17
TG202_200657_66114_01455_000_20251221152228_91.13.BIN,75.97,21/12/2025 22:45
TG202_200657_66114_01456_000_20251221223724_91.13.BIN,46.29,21/12/2025 22:45
TG202_200659_67428_01095_000_20251221101611_91.13.BIN,19.08,21/12/2025 11:10
TG202_200659_67428_01096_000_20251221222350_91.13.BIN,30.49,21/12/2025 22:26
TG202_300528_66916_01334_000_20251221145300_91.13.BIN,33.51,22/12/2025 00:17
TG047_47754_66169_00193_000_20251221093046_91.13.BIN,5.58,22/12/2025 07:50
TG047_47773_67630_01255_000_20251221133824_91.13.BIN,19.30,22/12/2025 05:59
TG047_47773_67630_01256_000_20251221213239_91.13.BIN,11.55,22/12/2025 05:59
TG202_200517_66738_00943_000_20251221103242_91.13.BIN,29.97,22/12/2025 19:43
