Arquivo,Tamanho (KB),Data Modificação
TG047_47695_67812_01362_000_20251212001523_91.13.BIN,41.70,12/12/2025 00:19
TG202_200733_67109_01432_000_20251212000212_91.13.BIN,43.67,12/12/2025 00:35
TG040_47764_66995_01061_000_20251212124511_91.13.BIN,34.93,12/12/2025 20:16
TG040_47764_66995_01062_000_20251212201541_91.13.BIN,34.20,12/12/2025 20:16
TG047_47262_66825_01439_000_20251212135024_91.13.BIN,25.59,12/12/2025 22:29
TG047_47262_66825_01440_000_20251212222655_91.13.BIN,17.01,12/12/2025 22:29
TG047_47265_66607_01275_000_20251212112407_91.13.BIN,30.38,12/12/2025 11:26
TG047_47266_67498_01142_000_20251212124120_91.13.BIN,27.60,12/12/2025 20:06
TG047_47266_67498_01143_000_20251212200618_91.13.BIN,31.56,12/12/2025 20:06
TG047_47269_67090_01540_000_20251212103919_91.13.BIN,7.58,12/12/2025 10:39
TG047_47269_67090_01541_000_20251212194742_91.13.BIN,16.27,12/12/2025 19:47
TG047_47270_66617_01221_000_20251212135651_91.13.BIN,21.39,12/12/2025 20:22
TG047_47270_66617_01222_000_20251212201842_91.13.BIN,17.29,12/12/2025 20:22
TG047_47671_66236_01507_000_20251212142102_91.13.BIN,52.55,12/12/2025 23:16
TG047_47671_66236_01508_000_20251212231312_91.13.BIN,43.27,12/12/2025 23:16
TG047_47673_67084_01435_000_20251212035404_91.13.BIN,3.22,12/12/2025 03:54
TG047_47673_67084_01436_000_20251212181022_91.13.BIN,13.82,12/12/2025 18:53
TG047_47674_66981_01623_000_20251212082113_91.13.BIN,12.30,12/12/2025 10:23
TG047_47674_66981_01624_000_20251212095345_91.13.BIN,8.85,12/12/2025 10:23
TG047_47674_66981_01625_000_20251212195044_91.13.BIN,10.29,12/12/2025 20:26
TG047_47675_66219_00931_000_20251212091615_91.13.BIN,17.42,12/12/2025 21:38
TG047_47675_66219_00932_000_20251212151635_91.13.BIN,13.59,12/12/2025 21:38
TG047_47675_66219_00933_000_20251212213314_91.13.BIN,19.20,12/12/2025 21:38
TG047_47676_67903_01494_000_20251212124225_91.13.BIN,32.80,12/12/2025 20:14
TG047_47676_67903_01495_000_20251212200412_91.13.BIN,24.16,12/12/2025 20:14
TG047_47680_66604_01259_000_20251212055859_91.13.BIN,3.93,12/12/2025 06:01
TG047_47683_66467_01247_000_20251212123744_91.13.BIN,45.03,12/12/2025 19:14
TG047_47683_66467_01248_000_20251212191236_91.13.BIN,11.29,12/12/2025 19:14
TG047_47684_66375_01299_000_20251212130030_91.13.BIN,19.70,12/12/2025 22:04
TG047_47684_66375_01300_000_20251212212209_91.13.BIN,33.54,12/12/2025 22:04
TG047_47686_67083_01278_000_20251212093401_91.13.BIN,14.46,12/12/2025 09:35
TG047_47687_67712_01382_000_20251212131416_91.13.BIN,31.32,12/12/2025 23:23
TG047_47687_67712_01383_000_20251212232317_91.13.BIN,21.42,12/12/2025 23:23
TG047_47688_67909_01416_000_20251212132943_91.13.BIN,18.40,12/12/2025 20:50
TG047_47688_67909_01417_000_20251212204905_91.13.BIN,12.04,12/12/2025 20:50
TG047_47694_66342_01413_000_20251212141721_91.13.BIN,37.40,12/12/2025 22:59
TG047_47694_66342_01414_000_20251212225734_91.13.BIN,33.11,12/12/2025 22:59
TG047_47695_67812_01363_000_20251212155207_91.13.BIN,59.72,12/12/2025 16:00
TG047_47697_67792_01149_000_20251212132337_91.13.BIN,49.57,12/12/2025 21:09
TG047_47697_67792_01150_000_20251212203959_91.13.BIN,24.96,12/12/2025 21:09
TG047_47752_68045_01361_000_20251212094757_91.13.BIN,12.04,12/12/2025 09:49
TG047_47752_68045_01362_000_20251212143744_91.13.BIN,3.33,12/12/2025 19:08
TG047_47752_68045_01363_000_20251212190912_91.13.BIN,8.95,12/12/2025 19:08
TG047_47753_66156_01197_000_20251212155924_91.13.BIN,33.74,12/12/2025 22:29
TG047_47753_66156_01198_000_20251212222710_91.13.BIN,16.26,12/12/2025 22:29
TG047_47754_66169_00174_000_20251212052358_91.13.BIN,22.22,12/12/2025 20:50
TG047_47754_66169_00175_000_20251212052358_91.13.BIN,45.55,12/12/2025 20:50
TG047_47754_66169_00176_000_20251212205024_91.13.BIN,2.45,12/12/2025 21:10
TG047_47754_66169_00177_000_20251212205024_91.13.BIN,2.80,12/12/2025 21:11
TG047_47754_66169_00178_000_20251212205024_91.13.BIN,3.19,12/12/2025 21:14
TG047_47755_66643_01337_000_20251212150909_91.13.BIN,25.42,12/12/2025 22:42
TG047_47755_66643_01338_000_20251212224033_91.13.BIN,15.59,12/12/2025 22:42
TG047_47757_66524_01164_000_20251212104348_91.13.BIN,15.47,12/12/2025 10:46
TG047_47759_67610_00910_000_20251212100704_91.13.BIN,11.52,12/12/2025 10:09
TG047_47759_67610_00911_000_20251212190825_91.13.BIN,9.20,12/12/2025 19:12
TG047_47760_66641_00539_000_20251212101536_91.13.BIN,14.94,12/12/2025 10:18
TG047_47761_67438_00966_000_20251212144508_91.13.BIN,26.85,12/12/2025 23:51
TG047_47761_67438_00967_000_20251212235155_91.13.BIN,28.29,12/12/2025 23:51
TG047_47763_66211_01116_000_20251212142751_91.13.BIN,41.00,12/12/2025 14:29
TG047_47763_66211_01117_000_20251212221705_91.13.BIN,33.30,12/12/2025 22:17
TG047_47765_67798_01102_000_20251212135241_91.13.BIN,28.57,12/12/2025 21:21
TG047_47765_67798_01103_000_20251212211401_91.13.BIN,29.45,12/12/2025 21:21
TG047_47766_68092_01083_000_20251212143605_91.13.BIN,51.73,12/12/2025 23:11
TG047_47766_68092_01084_000_20251212231018_91.13.BIN,24.34,12/12/2025 23:11
TG047_47767_66871_01285_000_20251212143007_91.13.BIN,50.20,12/12/2025 22:42
TG047_47767_66871_01286_000_20251212223750_91.13.BIN,30.63,12/12/2025 22:42
TG047_47769_66739_00726_000_20251212152817_91.13.BIN,26.04,12/12/2025 23:28
TG047_47769_66739_00727_000_20251212231933_91.13.BIN,26.32,12/12/2025 23:28
TG047_47770_67049_01224_000_20251212142236_91.13.BIN,35.68,12/12/2025 21:40
TG047_47770_67049_01225_000_20251212213338_91.13.BIN,26.56,12/12/2025 21:40
TG047_47771_68276_01107_000_20251212124442_91.13.BIN,30.97,12/12/2025 20:07
TG047_47771_68276_01108_000_20251212200646_91.13.BIN,24.01,12/12/2025 20:07
TG047_47772_67717_01243_000_20251212095514_91.13.BIN,13.40,12/12/2025 09:57
TG047_47772_67717_01244_000_20251212194739_91.13.BIN,21.11,12/12/2025 20:01
TG047_47773_67630_01238_000_20251212135703_91.13.BIN,35.38,12/12/2025 23:06
TG047_47773_67630_01239_000_20251212230614_91.13.BIN,18.77,12/12/2025 23:06
TG047_47774_66766_01339_000_20251212143339_91.13.BIN,40.68,12/12/2025 21:43
TG047_47774_66766_01340_000_20251212212149_91.13.BIN,25.16,12/12/2025 21:43
TG047_47775_67734_01003_000_20251212131218_91.13.BIN,65.03,12/12/2025 21:32
TG047_47775_67734_01004_000_20251212210544_91.13.BIN,56.45,12/12/2025 21:32
TG047_47776_66986_01321_000_20251212055256_91.13.BIN,3.14,12/12/2025 05:53
TG047_47777_66527_01175_000_20251212120131_91.13.BIN,33.83,12/12/2025 19:57
TG047_47777_66527_01176_000_20251212195628_91.13.BIN,39.34,12/12/2025 19:57
TG047_47778_67365_00581_000_20251212131411_91.13.BIN,38.58,12/12/2025 20:58
TG047_47778_67365_00582_000_20251212205654_91.13.BIN,24.63,12/12/2025 20:58
TG047_47779_66302_01487_000_20251212123811_91.13.BIN,39.93,12/12/2025 20:33
TG047_47779_66302_01488_000_20251212203306_91.13.BIN,34.45,12/12/2025 20:33
TG047_47780_68094_01302_000_20251212123702_91.13.BIN,29.24,12/12/2025 20:49
TG047_47780_68094_01303_000_20251212205003_91.13.BIN,30.11,12/12/2025 20:49
TG047_47781_67478_00021_000_20251212135355_91.13.BIN,45.97,13/12/2025 00:14
TG047_47781_67478_00022_000_20251212235150_91.13.BIN,40.51,13/12/2025 00:14
TG047_47782_67425_01190_000_20251212143058_91.13.BIN,42.28,12/12/2025 23:43
TG047_47782_67425_01191_000_20251212233431_91.13.BIN,30.48,12/12/2025 23:43
TG047_47783_66856_01180_000_20251212194643_91.13.BIN,73.94,12/12/2025 19:59
TG047_47785_66174_01225_000_20251212134805_91.13.BIN,44.48,12/12/2025 20:09
TG047_47785_66174_01226_000_20251212200905_91.13.BIN,46.62,12/12/2025 20:09
TG047_47900_67980_01260_000_20251212132542_91.13.BIN,24.51,12/12/2025 13:27
TG047_47900_67980_01261_000_20251212215828_91.13.BIN,19.39,12/12/2025 21:58
TG202_200517_66738_00929_000_20251212120528_91.13.BIN,38.01,12/12/2025 12:07
TG202_200525_66316_01393_000_20251212125005_91.13.BIN,26.12,12/12/2025 15:09
TG202_200525_66316_01394_000_20251212144401_91.13.BIN,8.55,12/12/2025 15:09
TG202_200525_66316_01395_000_20251212183844_91.13.BIN,6.72,12/12/2025 19:06
TG202_200526_66735_00964_000_20251212122522_91.13.BIN,50.45,12/12/2025 20:22
TG202_200526_66735_00965_000_20251212202053_91.13.BIN,43.50,12/12/2025 20:22
TG202_200527_66214_01313_000_20251212123339_91.13.BIN,29.30,12/12/2025 20:26
TG202_200527_66214_01314_000_20251212202329_91.13.BIN,22.48,12/12/2025 20:26
TG202_200528_66916_01318_000_20251212073417_91.13.BIN,14.56,12/12/2025 07:33
TG202_200528_66916_01319_000_20251212142438_91.13.BIN,21.76,12/12/2025 19:52
TG202_200528_66916_01320_000_20251212142553_91.13.BIN,2.87,12/12/2025 19:52
TG202_200528_66916_01321_000_20251212192104_91.13.BIN,16.01,12/12/2025 19:52
TG202_200532_66512_01140_000_20251212140139_91.13.BIN,34.51,12/12/2025 20:28
TG202_200532_66512_01141_000_20251212200946_91.13.BIN,40.74,12/12/2025 20:28
TG202_200562_66350_01189_000_20251212055224_91.13.BIN,4.60,12/12/2025 06:05
TG202_200563_67019_01259_000_20251212135016_91.13.BIN,38.42,12/12/2025 23:24
TG202_200563_67019_01260_000_20251212231043_91.13.BIN,29.34,12/12/2025 23:24
TG202_200583_67449_00947_000_20251212214408_91.13.BIN,6.63,12/12/2025 21:43
TG202_200593_66899_01055_000_20251212105838_91.13.BIN,20.91,12/12/2025 11:01
TG202_200597_66688_01265_000_20251212131003_91.13.BIN,27.25,12/12/2025 20:57
TG202_200597_66688_01266_000_20251212205647_91.13.BIN,25.73,12/12/2025 20:57
TG202_200634_66294_01257_000_20251212131957_91.13.BIN,53.53,12/12/2025 21:35
TG202_200634_66294_01258_000_20251212212751_91.13.BIN,37.23,12/12/2025 21:35
TG202_200636_68082_01292_000_20251212145211_91.13.BIN,29.19,13/12/2025 00:22
TG202_200639_66772_01497_000_20251212144245_91.13.BIN,34.41,12/12/2025 22:27
TG202_200639_66772_01498_000_20251212222639_91.13.BIN,21.51,12/12/2025 22:27
TG202_200640_67208_01522_000_20251212124110_91.13.BIN,25.31,12/12/2025 20:57
TG202_200640_67208_01523_000_20251212205748_91.13.BIN,24.03,12/12/2025 20:57
TG202_200641_67864_01551_000_20251212052408_91.13.BIN,9.20,12/12/2025 05:23
TG202_200641_67864_01552_000_20251212084612_91.13.BIN,15.72,12/12/2025 22:15
