Arquivo,Tamanho (KB),Data Modificação
TG047_47767_66871_01407_000_20260228000010_91.13.BIN,9.96,28/02/2026 00:10
TG047_47671_66236_01526_000_20260228134502_91.13.BIN,36.72,28/02/2026 13:46
TG047_47671_66236_01527_000_20260228142958_91.13.BIN,2.47,28/02/2026 14:29
TG047_47683_66467_01281_000_20260228133025_91.13.BIN,7.48,28/02/2026 15:06
TG047_47683_66467_01282_000_20260228224605_91.13.BIN,36.44,28/02/2026 22:55
TG047_47752_68045_01417_000_20260228121156_91.13.BIN,3.70,28/02/2026 12:12
TG047_47752_68045_01418_000_20260228122940_91.13.BIN,2.60,28/02/2026 12:29
TG047_47753_66156_01262_000_20260228135518_91.13.BIN,22.91,28/02/2026 14:01
TG047_47753_66156_01263_000_20260228145658_91.13.BIN,2.62,28/02/2026 15:10
TG047_47761_67438_00997_000_20260228133841_91.13.BIN,36.12,28/02/2026 14:37
TG047_47761_67438_00998_000_20260228224542_91.13.BIN,9.62,28/02/2026 22:52
TG047_47764_66995_01161_000_20260228132829_91.13.BIN,51.44,28/02/2026 13:27
TG047_47764_66995_01162_000_20260228141208_91.13.BIN,2.73,28/02/2026 14:12
TG047_47764_66995_01163_000_20260228223345_91.13.BIN,29.66,28/02/2026 22:43
TG047_47767_66871_01408_000_20260228131124_91.13.BIN,24.52,28/02/2026 13:12
TG047_47769_66739_00850_000_20260228141804_91.13.BIN,47.39,28/02/2026 23:23
TG047_47769_66739_00851_000_20260228232205_91.13.BIN,36.10,28/02/2026 23:23
TG047_47771_67712_01487_000_20260228144111_91.13.BIN,30.97,28/02/2026 23:20
TG047_47771_67712_01488_000_20260228231835_91.13.BIN,21.16,28/02/2026 23:20
TG047_47772_67717_01347_000_20260228113532_91.13.BIN,23.15,28/02/2026 11:35
TG047_47772_67717_01348_000_20260228200352_91.13.BIN,17.17,28/02/2026 20:20
TG047_47775_67734_01128_000_20260228060542_91.13.BIN,3.30,28/02/2026 06:05
TG047_47775_67734_01129_000_20260228132005_91.13.BIN,88.92,28/02/2026 20:03
TG047_47775_67734_01130_000_20260228200130_91.13.BIN,50.19,28/02/2026 20:03
TG047_47776_66986_01418_000_20260228122332_91.13.BIN,25.17,28/02/2026 21:25
TG047_47776_66986_01419_000_20260228204145_91.13.BIN,27.41,28/02/2026 21:25
TG047_47778_67365_00695_000_20260228115351_91.13.BIN,28.78,28/02/2026 11:56
TG047_47779_66302_01613_000_20260228141356_91.13.BIN,66.07,28/02/2026 19:52
TG047_47779_66302_01614_000_20260228194357_91.13.BIN,33.12,28/02/2026 19:52
TG047_47780_68094_01425_000_20260228053332_91.13.BIN,3.22,28/02/2026 05:35
TG047_47781_67478_00133_000_20260228113256_91.13.BIN,47.79,28/02/2026 22:19
TG047_47781_67478_00134_000_20260228221708_91.13.BIN,55.37,28/02/2026 22:19
TG047_47782_66352_01063_000_20260228132234_91.13.BIN,41.63,28/02/2026 22:44
TG047_47782_66352_01064_000_20260228224304_91.13.BIN,33.55,28/02/2026 22:44
TG202_200653_67221_01087_000_20260228053833_91.13.BIN,3.06,28/02/2026 05:40
TG202_200653_67221_01088_000_20260228140412_91.13.BIN,25.95,28/02/2026 22:05
TG202_200653_67221_01089_000_20260228220415_91.13.BIN,11.42,28/02/2026 22:05
TG202_200653_67221_01090_000_20260228220509_91.13.BIN,2.20,28/02/2026 22:05
TG202_200655_66144_01614_000_20260228133555_91.13.BIN,24.18,28/02/2026 20:27
TG202_200655_66144_01615_000_20260228140018_91.13.BIN,1.85,28/02/2026 20:27
TG202_200655_66144_01616_000_20260228202339_91.13.BIN,32.91,28/02/2026 20:27
TG202_200704_66858_01502_000_20260228052912_91.13.BIN,3.20,28/02/2026 05:29
TG202_200704_66858_01503_000_20260228122750_91.13.BIN,33.44,28/02/2026 22:44
TG202_200704_66858_01504_000_20260228182155_91.13.BIN,25.21,28/02/2026 22:44
TG202_200706_66697_01668_000_20260228141944_91.13.BIN,66.29,28/02/2026 20:28
TG202_200706_66697_01669_000_20260228201342_91.13.BIN,43.80,28/02/2026 20:28
TG202_200708_66179_01210_000_20260228153007_91.13.BIN,38.63,28/02/2026 22:49
