Arquivo,Tamanho (KB),Data Modificação
TG047_47777_66527_01154_000_20251130000254_91.13.BIN,32.22,30/11/2025 00:01
TG047_47262_66825_01423_000_20251130053308_91.13.BIN,3.81,30/11/2025 05:32
TG047_47262_66825_01424_000_20251130182110_91.13.BIN,7.52,30/11/2025 18:22
TG047_47266_67498_01121_000_20251130141753_91.13.BIN,19.32,30/11/2025 21:55
TG047_47266_67498_01122_000_20251130215558_91.13.BIN,8.17,30/11/2025 21:55
TG047_47671_66236_01485_000_20251130132958_91.13.BIN,18.10,30/11/2025 13:32
TG047_47671_66236_01486_000_20251130233042_91.13.BIN,8.72,30/11/2025 23:29
TG047_47681_67612_01367_000_20251130130113_91.13.BIN,24.56,30/11/2025 16:45
TG047_47681_67612_01368_000_20251130162600_91.13.BIN,2.51,30/11/2025 16:45
TG047_47683_66467_01234_000_20251130143114_91.13.BIN,21.95,30/11/2025 22:13
TG047_47683_66467_01235_000_20251130215144_91.13.BIN,19.73,30/11/2025 22:13
TG047_47695_67812_01347_000_20251130052143_91.13.BIN,3.32,30/11/2025 05:21
TG047_47695_67812_01348_000_20251130145743_91.13.BIN,29.12,30/11/2025 23:17
TG047_47695_67812_01349_000_20251130231708_91.13.BIN,19.45,30/11/2025 23:17
TG047_47752_68045_01341_000_20251130142220_91.13.BIN,25.00,30/11/2025 22:56
TG047_47752_68045_01342_000_20251130225226_91.13.BIN,22.71,30/11/2025 22:56
TG047_47760_66641_00521_000_20251130150305_91.13.BIN,24.17,30/11/2025 23:54
TG047_47760_66641_00522_000_20251130235322_91.13.BIN,24.82,30/11/2025 23:54
TG047_47761_67438_00946_000_20251130142509_91.13.BIN,28.74,30/11/2025 23:11
TG047_47761_67438_00947_000_20251130230851_91.13.BIN,23.02,30/11/2025 23:11
TG047_47768_66279_00968_000_20251130142331_91.13.BIN,45.54,30/11/2025 23:22
TG047_47768_66279_00969_000_20251130231815_91.13.BIN,25.35,30/11/2025 23:22
TG047_47769_66739_00704_000_20251130140854_91.13.BIN,38.53,30/11/2025 22:58
TG047_47769_66739_00705_000_20251130223750_91.13.BIN,24.25,30/11/2025 22:58
TG047_47769_66739_00706_000_20251130224035_91.13.BIN,3.06,30/11/2025 22:58
TG047_47770_67049_01205_000_20251130143352_91.13.BIN,53.37,30/11/2025 15:00
TG047_47772_67717_01222_000_20251130135645_91.13.BIN,14.23,30/11/2025 22:41
