Arquivo,Tamanho (KB),Data Modificação
TG202_200656_68064_00972_000_20251206000946_91.13.BIN,19.29,06/12/2025 00:13
TG040_477266_67498_01134_000_20251206125940_91.13.BIN,27.12,06/12/2025 21:17
TG040_477266_67498_01135_000_20251206205516_91.13.BIN,28.08,06/12/2025 21:17
TG047_47262_66825_01433_000_20251206134516_91.13.BIN,28.71,06/12/2025 13:46
TG047_47269_67090_01532_000_20251206135837_91.13.BIN,49.94,06/12/2025 22:54
TG047_47269_67090_01533_000_20251206225340_91.13.BIN,37.21,06/12/2025 22:54
TG047_47270_66617_01213_000_20251206135042_91.13.BIN,28.86,06/12/2025 19:49
TG047_47270_66617_01214_000_20251206194239_91.13.BIN,12.34,06/12/2025 19:49
TG047_47671_66236_01496_000_20251206143435_91.13.BIN,30.22,06/12/2025 14:34
TG047_47673_67084_01428_000_20251206134947_91.13.BIN,5.47,06/12/2025 13:49
TG047_47674_66981_01615_000_20251206124102_91.13.BIN,30.37,06/12/2025 20:39
TG047_47674_66981_01616_000_20251206200810_91.13.BIN,32.70,06/12/2025 20:39
TG047_47675_66219_00922_000_20251206143949_91.13.BIN,33.13,06/12/2025 22:57
TG047_47675_66219_00923_000_20251206224615_91.13.BIN,24.12,06/12/2025 22:57
TG047_47680_66604_01251_000_20251206223852_91.13.BIN,15.54,06/12/2025 22:38
TG047_47681_67612_01379_000_20251206131100_91.13.BIN,32.21,06/12/2025 13:39
TG047_47686_67083_01271_000_20251206095229_91.13.BIN,9.10,06/12/2025 09:53
TG047_47687_67712_01373_000_20251206125645_91.13.BIN,30.65,06/12/2025 21:43
TG047_47687_67712_01374_000_20251206211719_91.13.BIN,19.43,06/12/2025 21:43
TG047_47688_67909_01405_000_20251206135255_91.13.BIN,18.17,06/12/2025 13:56
TG047_47688_67909_01406_000_20251206221449_91.13.BIN,19.82,06/12/2025 22:15
TG047_47697_67792_01140_000_20251206125541_91.13.BIN,35.82,06/12/2025 22:48
TG047_47697_67792_01141_000_20251206224814_91.13.BIN,31.21,06/12/2025 22:49
TG047_47752_68045_01353_000_20251206113920_91.13.BIN,23.87,06/12/2025 19:27
TG047_47752_68045_01354_000_20251206192816_91.13.BIN,25.12,06/12/2025 19:27
TG047_47753_66156_01190_000_20251206112038_91.13.BIN,18.81,06/12/2025 15:46
TG047_47753_66156_01191_000_20251206152057_91.13.BIN,26.33,06/12/2025 15:46
TG047_47754_66169_00162_000_20251206051311_91.13.BIN,26.21,06/12/2025 23:03
TG047_47754_66169_00163_000_20251206051311_91.13.BIN,42.69,06/12/2025 23:03
TG047_47755_66643_01331_000_20251206141901_91.13.BIN,30.23,06/12/2025 14:20
TG047_47758_67499_01095_000_20251206131728_91.13.BIN,30.10,06/12/2025 19:51
TG047_47758_67499_01096_000_20251206195005_91.13.BIN,18.04,06/12/2025 19:51
TG047_47761_67438_00959_000_20251206103931_91.13.BIN,26.03,06/12/2025 12:56
TG047_47761_67438_00960_000_20251206125012_91.13.BIN,8.00,06/12/2025 12:56
TG047_47763_66211_01109_000_20251206132518_91.13.BIN,28.31,06/12/2025 13:26
TG047_47766_68092_01070_000_20251206132233_91.13.BIN,37.56,07/12/2025 00:04
TG047_47766_68092_01071_000_20251206143118_91.13.BIN,5.59,07/12/2025 00:04
TG047_47767_66871_01276_000_20251206141451_91.13.BIN,26.32,06/12/2025 14:14
TG047_47769_66739_00717_000_20251206140833_91.13.BIN,34.63,06/12/2025 21:49
TG047_47769_66739_00718_000_20251206214252_91.13.BIN,23.39,06/12/2025 21:49
TG047_47770_67049_01216_000_20251206150253_91.13.BIN,23.53,06/12/2025 15:04
TG047_47772_67717_01234_000_20251206134909_91.13.BIN,37.64,06/12/2025 23:28
TG047_47772_67717_01235_000_20251206232757_91.13.BIN,36.42,06/12/2025 23:28
TG047_47773_67630_01230_000_20251206141940_91.13.BIN,21.11,06/12/2025 22:45
TG047_47773_67630_01231_000_20251206224236_91.13.BIN,14.40,06/12/2025 22:45
TG047_47774_66766_01327_000_20251206140408_91.13.BIN,25.16,06/12/2025 23:57
TG047_47774_66766_01328_000_20251206234430_91.13.BIN,19.86,06/12/2025 23:57
TG047_47775_67734_00989_000_20251206140208_91.13.BIN,72.21,06/12/2025 23:37
TG047_47775_67734_00990_000_20251206231307_91.13.BIN,64.82,06/12/2025 23:37
TG047_47776_66986_01314_000_20251206121954_91.13.BIN,23.35,06/12/2025 13:50
TG047_47777_66527_01165_000_20251206134423_91.13.BIN,29.17,06/12/2025 23:36
TG047_47777_66527_01166_000_20251206233659_91.13.BIN,40.21,06/12/2025 23:36
TG047_47778_67365_00570_000_20251206141142_91.13.BIN,54.03,06/12/2025 22:05
TG047_47778_67365_00571_000_20251206220428_91.13.BIN,32.36,06/12/2025 22:05
TG047_47779_66302_01475_000_20251206130030_91.13.BIN,44.41,06/12/2025 20:56
TG047_47779_66302_01476_000_20251206205540_91.13.BIN,33.73,06/12/2025 20:56
TG047_47780_68094_01294_000_20251206120130_91.13.BIN,41.34,06/12/2025 21:43
TG047_47780_68094_01295_000_20251206213922_91.13.BIN,32.84,06/12/2025 21:43
TG047_47782_67425_01179_000_20251206133952_91.13.BIN,36.88,06/12/2025 23:01
TG047_47782_67425_01180_000_20251206230051_91.13.BIN,25.89,06/12/2025 23:01
TG047_47783_66856_01171_000_20251206133421_91.13.BIN,49.82,06/12/2025 21:03
TG047_47783_66856_01172_000_20251206210320_91.13.BIN,30.59,06/12/2025 21:03
TG047_47785_66174_01214_000_20251206133757_91.13.BIN,57.03,06/12/2025 23:12
TG047_47785_66174_01215_000_20251206231326_91.13.BIN,52.62,06/12/2025 23:12
TG047_47900_67980_01248_000_20251206133830_91.13.BIN,21.87,06/12/2025 13:39
TG047_47900_67980_01249_000_20251206213846_91.13.BIN,19.57,06/12/2025 21:39
TG202_200527_66214_01305_000_20251206143739_91.13.BIN,24.71,06/12/2025 14:38
TG202_200563_67019_01251_000_20251206134812_91.13.BIN,31.71,06/12/2025 21:45
TG202_200563_67019_01252_000_20251206213035_91.13.BIN,15.82,06/12/2025 21:45
TG202_200597_66688_01257_000_20251206145644_91.13.BIN,31.91,06/12/2025 15:09
TG202_200632_67102_01349_000_20251206091239_91.13.BIN,17.82,06/12/2025 10:01
TG202_200632_67102_01350_000_20251206100106_91.13.BIN,4.01,06/12/2025 10:01
TG202_200639_66772_01489_000_20251206135022_91.13.BIN,19.08,06/12/2025 19:59
TG202_200639_66772_01490_000_20251206195737_91.13.BIN,43.82,06/12/2025 19:59
TG202_200640_67208_01514_000_20251206144939_91.13.BIN,51.77,06/12/2025 23:47
