Arquivo,Tamanho (KB),Data Modificação
TG047_47780_68094_01270_000_20251113000836_91.13.BIN,37.73,13/11/2025 00:12
TG202_200718_66678_01275_000_20251113000327_91.13.BIN,20.77,13/11/2025 00:06
TG202_200733_67109_01403_000_20251113000023_91.13.BIN,40.91,13/11/2025 00:23
TG046_46670_66874_01147_000_20251113104008_91.13.BIN,31.77,13/11/2025 20:20
TG046_46670_66874_01148_000_20251113200903_91.13.BIN,31.54,13/11/2025 20:20
TG047_47262_66825_01413_000_20251113132128_91.13.BIN,23.47,13/11/2025 13:22
TG047_47262_66825_01414_000_20251113195026_91.13.BIN,15.88,13/11/2025 20:02
TG047_47266_67498_01113_000_20251113141756_91.13.BIN,12.11,13/11/2025 14:18
TG047_47268_66133_01472_000_20251113110757_91.13.BIN,21.19,13/11/2025 11:08
TG047_47269_67090_01509_000_20251113150751_91.13.BIN,39.53,13/11/2025 15:09
TG047_47270_66617_01194_000_20251113134048_91.13.BIN,30.76,13/11/2025 20:16
TG047_47270_66617_01195_000_20251113200937_91.13.BIN,27.91,13/11/2025 20:16
TG047_47512_67734_00970_000_20251113130831_91.13.BIN,71.43,13/11/2025 21:31
TG047_47512_67734_00971_000_20251113212954_91.13.BIN,69.32,13/11/2025 21:31
TG047_47598_66469_01098_000_20251113103220_91.13.BIN,20.19,13/11/2025 10:36
TG047_47598_66469_01099_000_20251113192105_91.13.BIN,16.24,13/11/2025 19:43
TG047_47671_66236_01474_000_20251113142942_91.13.BIN,35.12,13/11/2025 22:16
TG047_47671_66236_01475_000_20251113221437_91.13.BIN,25.04,13/11/2025 22:16
TG047_47674_66981_01598_000_20251113124028_91.13.BIN,44.35,13/11/2025 12:49
TG047_47676_67903_01482_000_20251113143252_91.13.BIN,44.13,13/11/2025 17:41
TG047_47676_67903_01483_000_20251113173955_91.13.BIN,5.44,13/11/2025 17:41
TG047_47677_66707_01166_000_20251113121550_91.13.BIN,12.39,13/11/2025 20:24
TG047_47677_66707_01167_000_20251113202304_91.13.BIN,24.63,13/11/2025 20:24
TG047_47680_66524_01142_000_20251113093815_91.13.BIN,16.19,13/11/2025 09:39
TG047_47680_66524_01143_000_20251113170253_91.13.BIN,4.52,13/11/2025 17:04
TG047_47680_66524_01144_000_20251113233959_91.13.BIN,19.13,13/11/2025 23:49
TG047_47681_67612_01358_000_20251113233848_91.13.BIN,18.64,13/11/2025 23:38
TG047_47682_66197_01057_000_20251113130741_91.13.BIN,42.66,13/11/2025 21:44
TG047_47682_66197_01058_000_20251113211644_91.13.BIN,27.74,13/11/2025 21:44
TG047_47684_66375_01275_000_20251113104545_91.13.BIN,13.54,13/11/2025 10:48
TG047_47684_66375_01276_000_20251113214051_91.13.BIN,19.70,13/11/2025 21:42
TG047_47685_67947_00831_000_20251113100105_91.13.BIN,19.73,13/11/2025 11:12
TG047_47685_67947_00832_000_20251113135909_91.13.BIN,4.33,13/11/2025 14:53
TG047_47685_67947_00833_000_20251113145257_91.13.BIN,2.36,13/11/2025 14:53
TG047_47687_67712_01355_000_20251113125513_91.13.BIN,31.45,13/11/2025 20:53
