Arquivo,Tamanho (KB),Data Modificação
TG047_47678_66551_00061_000_20260209131818_91.13.BIN,33.87,09/02/2026 23:27
TG047_47678_66551_00062_000_20260209232623_91.13.BIN,20.51,09/02/2026 23:27
TG047_47754_66169_00237_000_20260209052655_91.13.BIN,36.02,09/02/2026 10:24
TG047_47763_66211_01193_000_20260209133652_91.13.BIN,79.96,09/02/2026 20:30
TG047_47763_66211_01194_000_20260209201534_91.13.BIN,68.45,09/02/2026 20:30
TG047_47764_66995_01135_000_20260209111537_91.13.BIN,3.63,09/02/2026 11:53
TG047_47764_66995_01136_000_20260209224321_91.13.BIN,20.74,09/02/2026 22:43
TG047_47766_68092_01167_000_20260209131213_91.13.BIN,46.98,09/02/2026 21:41
TG047_47766_68092_01168_000_20260209210537_91.13.BIN,37.70,09/02/2026 21:41
TG047_47767_66871_01365_000_20260209121952_91.13.BIN,54.90,09/02/2026 20:14
TG047_47767_66871_01366_000_20260209201210_91.13.BIN,77.29,09/02/2026 20:14
TG047_47769_66739_00812_000_20260209131818_91.13.BIN,49.74,09/02/2026 20:14
TG047_47769_66739_00813_000_20260209200931_91.13.BIN,44.44,09/02/2026 20:14
TG047_47770_67049_01310_000_20260209123913_91.13.BIN,62.77,09/02/2026 19:59
TG047_47770_67049_01311_000_20260209195849_91.13.BIN,63.08,09/02/2026 19:59
TG047_47771_67712_01458_000_20260209103123_91.13.BIN,41.64,09/02/2026 14:30
TG047_47772_67717_01306_000_20260209092907_91.13.BIN,30.45,09/02/2026 09:32
TG047_47773_67630_01309_000_20260209115218_91.13.BIN,41.14,09/02/2026 11:54
TG047_47774_68049_00618_000_20260209062044_91.13.BIN,3.51,09/02/2026 21:52
TG047_47774_68049_00619_000_20260209141434_91.13.BIN,52.03,09/02/2026 21:52
TG047_47774_68049_00620_000_20260209215033_91.13.BIN,38.50,09/02/2026 21:52
TG047_47775_67734_01090_000_20260209124521_91.13.BIN,63.44,09/02/2026 21:02
TG047_47775_67734_01091_000_20260209202415_91.13.BIN,50.94,09/02/2026 21:02
TG047_47776_66986_01385_000_20260209092731_91.13.BIN,26.99,09/02/2026 09:28
TG047_47777_66527_01243_000_20260209150615_91.13.BIN,65.37,09/02/2026 20:53
TG047_47777_66527_01244_000_20260209205217_91.13.BIN,40.29,09/02/2026 20:53
TG047_47778_67365_00653_000_20260209105101_91.13.BIN,43.97,09/02/2026 10:52
TG047_47779_66302_01576_000_20260209115932_91.13.BIN,63.60,09/02/2026 12:01
TG047_47780_68094_01380_000_20260209234505_91.13.BIN,59.20,10/02/2026 00:20
TG047_47781_67478_00103_000_20260209125938_91.13.BIN,62.71,09/02/2026 20:21
TG047_47781_67478_00104_000_20260209195343_91.13.BIN,52.85,09/02/2026 20:21
TG047_47782_66352_01029_000_20260209092505_91.13.BIN,30.77,09/02/2026 09:25
TG047_47783_66856_01264_000_20260209133834_91.13.BIN,60.25,10/02/2026 00:14
TG047_47785_66174_01297_000_20260209092347_91.13.BIN,23.61,09/02/2026 09:25
TG202_200700_66102_01447_000_20260209133246_91.13.BIN,31.40,09/02/2026 13:55
TG202_200700_66102_01448_000_20260209150106_91.13.BIN,3.36,09/02/2026 15:02
TG202_200700_66102_01449_000_20260209212424_91.13.BIN,16.21,09/02/2026 21:25
TG202_200702_66126_01314_000_20260209132644_91.13.BIN,78.83,09/02/2026 16:02
TG202_200702_66126_01315_000_20260209160214_91.13.BIN,15.94,09/02/2026 16:02
TG202_200703_66572_01534_000_20260209125812_91.13.BIN,18.22,09/02/2026 12:59
TG202_200703_66572_01535_000_20260209125919_91.13.BIN,1.74,09/02/2026 12:59
TG202_200704_66858_01462_000_20260209141317_91.13.BIN,56.63,09/02/2026 22:01
TG202_200704_66858_01463_000_20260209215137_91.13.BIN,26.38,09/02/2026 22:01
TG202_200706_66697_01647_000_20260209160747_91.13.BIN,70.99,09/02/2026 23:26
TG202_200706_66697_01648_000_20260209224939_91.13.BIN,40.75,09/02/2026 23:26
TG202_200708_66179_01173_000_20260209141315_91.13.BIN,76.38,09/02/2026 20:35
TG202_200708_66179_01174_000_20260209202048_91.13.BIN,42.34,09/02/2026 20:35
TG202_200710_66216_01530_000_20260209102240_91.13.BIN,36.79,09/02/2026 13:57
TG202_200710_66216_01531_000_20260209204348_91.13.BIN,30.31,09/02/2026 20:46
TG202_200712_66966_01361_000_20260209125204_91.13.BIN,54.22,09/02/2026 12:56
TG202_200712_66966_01362_000_20260209145511_91.13.BIN,3.68,09/02/2026 14:54
TG202_200712_66966_01363_000_20260209150429_91.13.BIN,2.73,09/02/2026 15:05
TG202_200716_66640_01099_000_20260209060038_91.13.BIN,5.49,09/02/2026 06:37
TG202_200717_66709_01112_000_20260209123139_91.13.BIN,48.39,09/02/2026 18:37
TG202_200717_66709_01113_000_20260209183525_91.13.BIN,12.76,09/02/2026 18:37
TG202_200722_67546_01273_000_20260209135722_91.13.BIN,73.36,09/02/2026 13:58
TG202_200722_67546_01274_000_20260209181433_91.13.BIN,14.36,09/02/2026 18:16
TG202_200723_66521_01051_000_20260209045646_91.13.BIN,6.15,09/02/2026 04:57
TG202_200725_66265_01244_000_20260209160012_91.13.BIN,69.72,09/02/2026 16:01
TG202_200725_66265_01245_000_20260209212658_91.13.BIN,31.12,09/02/2026 21:31
TG202_200729_66187_01357_000_20260209130114_91.13.BIN,76.89,09/02/2026 13:04
TG202_200736_67510_01260_000_20260209133054_91.13.BIN,70.26,09/02/2026 22:38
TG202_200736_67510_01261_000_20260209203822_91.13.BIN,56.26,09/02/2026 22:38
TG202_200739_66756_01339_000_20260209130348_91.13.BIN,60.96,09/02/2026 16:52
TG202_200739_66756_01340_000_20260209162033_91.13.BIN,14.79,09/02/2026 16:52
TG202_200739_66756_01341_000_20260209200147_91.13.BIN,23.38,09/02/2026 20:08
TG202_200741_67565_01082_000_20260209114330_91.13.BIN,18.20,09/02/2026 11:46
TG202_200742_67100_01319_000_20260209152536_91.13.BIN,69.01,09/02/2026 15:48
TG202_200743_66839_01202_000_20260209052835_91.13.BIN,4.14,09/02/2026 05:28
TG202_200743_66839_01203_000_20260209120311_91.13.BIN,20.60,09/02/2026 20:26
TG202_200743_66839_01204_000_20260209202355_91.13.BIN,87.60,09/02/2026 20:26
TG202_200747_66603_01132_000_20260209070502_91.13.BIN,5.21,09/02/2026 07:05
TG202_200748_66657_00978_000_20260209051542_91.13.BIN,5.16,09/02/2026 14:48
TG202_200748_66657_00979_000_20260209124739_91.13.BIN,43.65,09/02/2026 14:48
TG202_200748_66657_00980_000_20260209144654_91.13.BIN,14.01,09/02/2026 14:48
TG202_200748_66657_00981_000_20260209200508_91.13.BIN,15.66,09/02/2026 20:05
