Arquivo,Tamanho (KB),Data Modificação
TG047_47675_66219_00910_000_20251128000948_91.13.BIN,27.31,28/11/2025 00:13
TG047_47761_67438_00942_000_20251128000354_91.13.BIN,41.17,28/11/2025 00:04
TG202_200722_67546_01172_000_20251128001040_91.13.BIN,35.95,28/11/2025 00:16
TG046_46670_66874_01153_000_20251128103401_91.13.BIN,33.20,28/11/2025 20:37
TG046_46670_66874_01154_000_20251128202322_91.13.BIN,32.85,28/11/2025 20:37
TG047_47262_66825_01419_000_20251128052227_91.13.BIN,3.88,28/11/2025 05:22
TG047_47262_66825_01420_000_20251128133704_91.13.BIN,8.45,28/11/2025 20:35
TG047_47262_66825_01421_000_20251128203401_91.13.BIN,11.72,28/11/2025 20:35
TG047_47266_67498_01118_000_20251128143941_91.13.BIN,15.28,28/11/2025 23:04
TG047_47266_67498_01119_000_20251128225603_91.13.BIN,12.42,28/11/2025 23:04
TG047_47268_66133_01479_000_20251128133055_91.13.BIN,27.44,28/11/2025 13:29
TG047_47269_67090_01516_000_20251128125821_91.13.BIN,46.08,28/11/2025 20:21
TG047_47269_67090_01517_000_20251128202207_91.13.BIN,26.18,28/11/2025 20:21
TG047_47270_66617_01201_000_20251128134354_91.13.BIN,28.31,28/11/2025 16:58
TG047_47270_66617_01202_000_20251128165822_91.13.BIN,9.03,28/11/2025 16:58
TG047_47598_66469_01104_000_20251128105954_91.13.BIN,19.07,28/11/2025 11:02
TG047_47671_66236_01482_000_20251128123420_91.13.BIN,12.89,28/11/2025 12:34
TG047_47673_67084_01417_000_20251128132529_91.13.BIN,64.33,28/11/2025 13:48
TG047_47674_66981_01602_000_20251128112129_91.13.BIN,29.54,28/11/2025 11:21
TG047_47676_67903_01487_000_20251128083154_91.13.BIN,15.79,28/11/2025 08:31
TG047_47677_66707_01169_000_20251128144420_91.13.BIN,7.74,28/11/2025 22:26
TG047_47677_66707_01170_000_20251128222349_91.13.BIN,24.80,28/11/2025 22:26
TG047_47680_66524_01150_000_20251128123832_91.13.BIN,38.41,28/11/2025 20:14
TG047_47680_66524_01151_000_20251128194601_91.13.BIN,43.07,28/11/2025 20:14
TG047_47681_67612_01364_000_20251128131643_91.13.BIN,31.99,28/11/2025 23:37
TG047_47681_67612_01365_000_20251128233653_91.13.BIN,27.68,28/11/2025 23:38
TG047_47682_66197_01063_000_20251128112330_91.13.BIN,30.67,28/11/2025 11:24
TG047_47682_66197_01064_000_20251128223000_91.13.BIN,17.03,28/11/2025 22:32
TG047_47683_66467_01230_000_20251128143941_91.13.BIN,27.98,28/11/2025 23:43
TG047_47683_66467_01231_000_20251128233958_91.13.BIN,35.09,28/11/2025 23:44
TG047_47687_67712_01359_000_20251128094638_91.13.BIN,19.06,28/11/2025 10:10
TG047_47687_67712_01360_000_20251128172144_91.13.BIN,3.37,28/11/2025 20:18
TG047_47687_67712_01361_000_20251128201719_91.13.BIN,10.01,28/11/2025 20:18
TG047_47688_67909_01392_000_20251128102218_91.13.BIN,18.20,28/11/2025 10:20
TG047_47688_67909_01393_000_20251128202041_91.13.BIN,13.44,28/11/2025 20:28
TG047_47689_66347_01155_000_20251128222701_91.13.BIN,38.03,28/11/2025 22:28
TG047_47690_66916_01308_000_20251128132434_91.13.BIN,33.58,28/11/2025 13:28
TG047_47694_66342_01389_000_20251128085636_91.13.BIN,23.58,28/11/2025 08:55
TG047_47694_66342_01390_000_20251128125411_91.13.BIN,2.84,28/11/2025 13:14
TG047_47694_66342_01391_000_20251128213440_91.13.BIN,34.98,28/11/2025 21:39
TG047_47695_67812_01344_000_20251128141755_91.13.BIN,21.73,29/11/2025 00:14
TG047_47697_67792_01126_000_20251128132335_91.13.BIN,23.87,28/11/2025 22:49
TG047_47697_67792_01127_000_20251128224735_91.13.BIN,26.25,28/11/2025 22:49
TG047_47721_66287_01517_000_20251128140834_91.13.BIN,40.47,28/11/2025 21:49
TG047_47721_66287_01518_000_20251128214936_91.13.BIN,27.75,28/11/2025 21:49
TG047_47752_68045_01337_000_20251128134721_91.13.BIN,29.49,28/11/2025 23:01
TG047_47752_68045_01338_000_20251128230012_91.13.BIN,27.17,28/11/2025 23:01
TG047_47754_66169_00150_000_20251128141051_91.13.BIN,21.27,28/11/2025 21:41
TG047_47755_66643_01322_000_20251128082035_91.13.BIN,10.07,28/11/2025 08:21
TG047_47758_67499_01086_000_20251128141504_91.13.BIN,34.60,28/11/2025 23:06
TG047_47758_67499_01087_000_20251128230542_91.13.BIN,46.52,28/11/2025 23:06
TG047_47759_67610_00889_000_20251128145618_91.13.BIN,18.78,28/11/2025 22:34
TG047_47759_67610_00890_000_20251128223352_91.13.BIN,24.18,28/11/2025 22:34
TG047_47760_66641_00516_000_20251128101729_91.13.BIN,16.52,28/11/2025 10:15
TG047_47760_66641_00517_000_20251128123823_91.13.BIN,5.21,28/11/2025 20:30
TG047_47760_66641_00518_000_20251128202925_91.13.BIN,36.77,28/11/2025 20:30
TG047_47761_67438_00943_000_20251128132935_91.13.BIN,30.11,28/11/2025 21:03
TG047_47761_67438_00944_000_20251128210344_91.13.BIN,27.90,28/11/2025 21:03
TG047_47763_66211_01097_000_20251128133003_91.13.BIN,41.56,28/11/2025 21:38
TG047_47763_66211_01098_000_20251128214044_91.13.BIN,38.85,28/11/2025 21:38
TG047_47764_66995_01040_000_20251128125633_91.13.BIN,40.73,28/11/2025 21:46
TG047_47764_66995_01041_000_20251128214620_91.13.BIN,35.26,28/11/2025 21:46
TG047_47765_67798_01082_000_20251128152553_91.13.BIN,24.54,28/11/2025 23:57
TG047_47765_67798_01083_000_20251128235753_91.13.BIN,31.83,28/11/2025 23:57
TG047_47766_68092_01057_000_20251128140518_91.13.BIN,46.58,28/11/2025 20:29
TG047_47766_68092_01058_000_20251128202928_91.13.BIN,32.17,28/11/2025 20:29
TG047_47767_66871_01262_000_20251128151802_91.13.BIN,54.64,29/11/2025 00:02
TG047_47767_66871_01263_000_20251128234347_91.13.BIN,51.42,29/11/2025 00:02
TG047_47768_66279_00964_000_20251128141007_91.13.BIN,44.75,29/11/2025 00:19
TG047_47768_66279_00965_000_20251128235304_91.13.BIN,37.84,29/11/2025 00:19
TG047_47769_66739_00700_000_20251128140224_91.13.BIN,41.91,28/11/2025 21:05
TG047_47769_66739_00701_000_20251128205418_91.13.BIN,34.53,28/11/2025 21:05
TG047_47770_67049_01201_000_20251128133022_91.13.BIN,47.75,28/11/2025 21:02
TG047_47770_67049_01202_000_20251128203946_91.13.BIN,43.39,28/11/2025 21:02
TG047_47771_68276_01086_000_20251128125801_91.13.BIN,36.73,28/11/2025 19:57
TG047_47771_68276_01087_000_20251128195511_91.13.BIN,36.19,28/11/2025 19:57
TG047_47772_67717_01219_000_20251128135106_91.13.BIN,43.85,28/11/2025 17:06
TG047_47772_67717_01220_000_20251128170630_91.13.BIN,7.36,28/11/2025 17:06
TG047_47773_67630_01214_000_20251128140504_91.13.BIN,37.35,28/11/2025 23:14
